Type,Name,Website,Address
fast_food,Subway,Not Provided," 528, East Carmel Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Popeyes,Not Provided," 625, East Carmel Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Taco Bell,Not Provided," 615, East Carmel Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,McDonald's,Not Provided," 750, East Carmel Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Nippers Grill & Tap,https://nippers2.com/," 1772, East 116th Street, Echo Crest, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Greek Tony's Pizza & Syb Shop,Not Provided," 1732, East 116th Street, Echo Crest, Carmel, Hamilton County, Indiana, 46032, United States"
cafe,Tina's Traditional Tea Room,Not Provided," 30, North Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Square Donuts,Not Provided," 14, South Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
pub,Muldoon's,Not Provided," 111, West Main Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Bazbeaux Pizza,Not Provided," 111, West Main Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Agave Bar & Grill,Not Provided," 31, East Main Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Greek Pizzeria,Not Provided," 120, East Main Street, Carmel, Hamilton County, Indiana, 46032, United States"
cafe,Starbucks,Not Provided," 13170, Hazel Dell Parkway, Carmel, Hamilton County, Indiana, 46033, United States"
fast_food,Subway,Not Provided," 13191, Hazel Dell Parkway, Carmel, Hamilton County, Indiana, 46033, United States"
restaurant,Pizzology,Not Provided," 13190, Hazel Dell Parkway, Carmel, Hamilton County, Indiana, 46033, United States"
restaurant,King's Garden,Not Provided," 13170, Hazel Dell Parkway, Carmel, Hamilton County, Indiana, 46033, United States"
restaurant,Some Guys Pizza Pasta Grill,Not Provided," 12552, North Gray Road, Carmel, Hamilton County, Indiana, 46033, United States"
restaurant,Granite City Food and Brewery,Not Provided," 150, West 96th Street, Indianapolis, Hamilton County, Indiana, 46290, United States"
fast_food,Chipotle,Not Provided," 12697, Pennsylvania Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Blaze Pizza,Not Provided," 12697, Pennsylvania Street, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Which Wich?,Not Provided," 1430, West Carmel Drive, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Zoup!,Not Provided," 1430, West Carmel Drive, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Panda Express,Not Provided," 1430, West Carmel Drive, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,American Pizza Company,http://www.americanpizzacompany.info/contact," 5450, East Fall Creek Parkway North Drive, Millersville, Indianapolis, Marion County, Indiana, 46226, United States"
restaurant,La Hacienda Mexican Restaurant,Not Provided," 12480, North Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Amber Indian Restuarant,Not Provided," 12510, North Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Einstein Bros. Bagels,Not Provided," 2350, East 116th Street, Echo Crest, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Wendy's,Not Provided," 2370, East 116th Street, Echo Crest, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,McAlister's Deli,Not Provided," 2355, East 116th Street, Echo Crest, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Jersey Mike's Subs,Not Provided," 2271, Pointe Parkway, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Mellow Mushroom,Not Provided," 2340, East 116th Street, Echo Crest, Carmel, Hamilton County, Indiana, 46032, United States"
ice_cream,Baskin-Robbins,Not Provided," 2336, East 116th Street, Echo Crest, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Qdoba,Not Provided," 2328, East 116th Street, Echo Crest, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Fazoli's,Not Provided," 465, East Carmel Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Pizza King,Not Provided," 301, East Carmel Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,MiMi Blue Meatballs,Not Provided," 12505, Old Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
ice_cream,Yo Joy Frozen Yogurt,Not Provided," 9873, North Michigan Road, North Augusta Addition, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Crust Pizzeria Napoletana,Not Provided," 840, West Main Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Bru Burger Bar,Not Provided," 12901, Old Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,The Original Pancake House,Not Provided," Market Center Drive, Westfield, Hamilton County, Indiana, 46033, United States"
restaurant,The Toros,Not Provided," Market Center Drive, Westfield, Hamilton County, Indiana, 46033, United States"
fast_food,Marco's Pizza,Not Provided," Market Center Drive, Westfield, Hamilton County, Indiana, 46033, United States"
restaurant,Local Eatery & Pub,Not Provided," Market Center Drive, Westfield, Hamilton County, Indiana, 46033, United States"
fast_food,Freddy's,Not Provided," 2740, East 146th Street, Carmel, Hamilton County, Indiana, 46033, United States"
restaurant,Jet's Pizza,Not Provided," 2764, East 146th Street, Carmel, Hamilton County, Indiana, 46033, United States"
fast_food,Panera Bread,Not Provided," Thatcher Lane, Westfield, Hamilton County, Indiana, 46074, United States"
fast_food,Subway,Not Provided," 2001, East Greyhound Pass, Carmel, Hamilton County, Indiana, 46033, United States"
fast_food,Honey Baked Ham,Not Provided," Thatcher Lane, Westfield, Hamilton County, Indiana, 46074, United States"
fast_food,Burger King,Not Provided," 14933, North Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,China Inn,Not Provided," 9613, College Avenue, College Meadows, Home Place, Indianapolis, Hamilton County, Indiana, 46280, United States"
restaurant,Pho Real,Not Provided," 9611, College Avenue, College Meadows, Home Place, Indianapolis, Hamilton County, Indiana, 46280, United States"
restaurant,McAlister's Deli,Not Provided," 9450, North Meridian Street, College Crest, Spring Hollow, Indianapolis, Marion County, Indiana, 46260, United States"
restaurant,Terranova Cal-Ital Bar & Grille,Not Provided," 251, Pennsylvania Parkway, College Meadows, Home Place, Indianapolis, Hamilton County, Indiana, 46280, United States"
restaurant,Jason's Deli,https://www.jasonsdeli.com/," 4026, East 82nd Street, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Wolfies Grill,Not Provided," 1162, Keystone Way, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Donatos Pizza,Not Provided," 1311, South Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
cafe,Jacquie's Gourmet Cafe,Not Provided," 9840, North Michigan Road, North Augusta Addition, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Domino's,Not Provided," East 116th Street, Echo Crest, Carmel, Hamilton County, Indiana, 46033, United States"
restaurant,Caliente Mexican Restaurant,Not Provided," South Guilford Road, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Panera Bread,Not Provided," 1346, South Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Potbelly,Not Provided," West 116th Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Convivio Italian Artisan Cuisine,Not Provided," Spring Mill Road, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,El Rodeo,Not Provided," Minuteman Circle, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Subway,Not Provided," West 106th Street, Carmel, Hamilton County, Indiana, 46290, United States"
restaurant,Simple Taste Inc,Not Provided," City Center Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Matt the Miller's Tavern,Not Provided," Veterans Way, Newark Village, Carmel, Hamilton County, Indiana, 46280, United States"
restaurant,Eggshell Bistro,Not Provided," Veterans Way, Newark Village, Carmel, Hamilton County, Indiana, 46280, United States"
restaurant,Divvy,Not Provided," 71, City Center Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Pizza Hut,Not Provided," East City Center Drive, Newark Village, Carmel, Hamilton County, Indiana, 46033, United States"
fast_food,WingStreet,Not Provided," East City Center Drive, Newark Village, Carmel, Hamilton County, Indiana, 46033, United States"
restaurant,Thai Castle,Not Provided," 19, East 126th Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,China Express,Not Provided," 170, East Carmel Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Dooley O'Toole's,Not Provided," 160, East Carmel Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
pub,Black Circle Brewing Company,http://www.blackcirclebrewing.com/," East 46th Street, Indianapolis, Marion County, Indiana, 46205, United States"
restaurant,Elena Ruz Cuban Cuisine,https://elenaruzindy.com," 2201, East 46th Street, Indianapolis, Marion County, Indiana, 46205, United States"
fast_food,Domino's,Not Provided," 9935, East 21st Street, Indianapolis, Marion County, Indiana, 46229, United States"
restaurant,Lincoln Square Pancake House,Not Provided," 613, West 10th Street, Historic Ransom Place, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,O B's Pizza Pub & Eatery,Not Provided," 2102, East 21st Street, Indianapolis, Marion County, Indiana, 46229, United States"
restaurant,Greeks Pizzeria,http://www.greekspizzafishers.com/," East 116th Street, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Little Caesars,Not Provided," 1551, North Post Road, Washington Place, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,MCL Restaurant & Bakery Castleton,Not Provided," 5520, Castleton Corner Lane, Allisonville, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Outback Steakhouse,Not Provided," 5771, East 86th Street, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Buffalo Wild Wings,Not Provided," 8440, Castleton Corner Drive, Allisonville, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,HotBox Pizza,Not Provided," 8530, Castleton Corner Drive, Allisonville, Indianapolis, Marion County, Indiana, 46250, United States"
fast_food,Hardee's,Not Provided," 8601, Allisonville Road, Indianapolis, Marion County, Indiana, 46250, United States"
fast_food,Five Guys,Not Provided," 9808, East Washington Street, Indianapolis, Marion County, Indiana, 46229, United States"
restaurant,McAlister's Deli,Not Provided," 9702, East Washington Street, Indianapolis, Marion County, Indiana, 46229, United States"
fast_food,Qdoba,Not Provided," 9702, East Washington Street, Indianapolis, Marion County, Indiana, 46229, United States"
restaurant,Teppanyaki,Not Provided," 9701, East Washington Street, Indianapolis, Marion County, Indiana, 46229, United States"
restaurant,Skyline Chili,Not Provided," 9715, East Washington Street, Indianapolis, Marion County, Indiana, 46229, United States"
fast_food,Papa Murphy's,Not Provided," 10121, East Washington Street, Indianapolis, Marion County, Indiana, 46229, United States"
ice_cream,Rita's Italian Ice,Not Provided," 8910, East 96th Street, Fishers, Hamilton County, Indiana, 46037, United States"
fast_food,Church's Chicken,Not Provided," 8975, East Washington Street, Washington Place, Indianapolis, Marion County, Indiana, 46219, United States"
fast_food,Popeyes,Not Provided," 10087, East Washington Street, Indianapolis, Marion County, Indiana, 46229, United States"
fast_food,Steak 'n Shake,Not Provided," 8640, Michigan Road, Indianapolis, Marion County, Indiana, 46268, United States"
restaurant,Blaze Pizza,Not Provided," 8760, Michigan Road, Indianapolis, Marion County, Indiana, 46268, United States"
fast_food,Panda Express,Not Provided," 8760, Michigan Road, Indianapolis, Marion County, Indiana, 46268, United States"
fast_food,White Castle,Not Provided," 8740, Michigan Road, Indianapolis, Marion County, Indiana, 46268, United States"
fast_food,Subway,Not Provided," 8800, Michigan Road, Indianapolis, Marion County, Indiana, 46268, United States"
restaurant,Denny's,Not Provided," 8808, Michigan Road, Indianapolis, Marion County, Indiana, 46268, United States"
fast_food,Popeyes,Not Provided," 3633, West 86th Street, Indianapolis, Marion County, Indiana, 46268, United States"
fast_food,McDonald's,Not Provided," 3909, West 96th Street, Indianapolis, Marion County, Indiana, 46268, United States"
cafe,Not Provided,Not Provided," US 421;SR 28, Clinton County, Indiana, 46041, United States"
fast_food,KFC,Not Provided," 8820, East 21st Street, Indianapolis, Marion County, Indiana, 46219, United States"
fast_food,Five Guys,Not Provided," 5317, East 82nd Street, Ivy Hills, Allisonville, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Giordano's,https://giordanos.com/," 4110, East 82nd Street, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Harry and Izzy's,Not Provided," 4050, East 82nd Street, Indianapolis, Marion County, Indiana, 46250, United States"
fast_food,Jimmy John's,Not Provided," 365, West 116th Street, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Wendy's,Not Provided," 2409, Post Drive, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,Chow Express,Not Provided," 7429, North Shadeland Avenue, Indianapolis, Marion County, Indiana, 46250, United States"
fast_food,A&W,Not Provided," Scatterfield Road, Anderson, Madison County, Indiana, 46013, United States"
fast_food,KFC,Not Provided," Scatterfield Road, Anderson, Madison County, Indiana, 46013, United States"
cafe,Starbucks,Not Provided," Oscar Robertson Boulevard, Historic Ransom Place, Indianapolis, Marion County, Indiana, 46202, United States"
